Qin,RECOVERY,CODin,BOD5in,CIin,HARDin,SSin,NH3Nin,LASin,CHROMin,CODout,BOD5out,CIout,HARDout,SSout,NH3Nout,LASout,CHROMout,LEVEL,YEAR,COST
25400,0.7,80,24,10000,200,0.2,8,0.20 ,0,20,6,500,10,0,2,0.05 ,0,2,4,9160000
21700,0.75,20,6,700,10,0,3,0.05 ,0,5,1.5,30,1,0,1,0.01 ,0,3,4,6620000
7400,1,250,75,33000,660,0.7,25,0.63 ,0,200,60,3300,200,10,20,0.50 ,0,3,4,920000
7400,0.99,200,60,33000,200,10,20,0.50 ,0,200,60,33000,200,0.5,20,0.50 ,0,3,4,1340000
7400,0.5,200,60,33000,200,0.5,20,0.50 ,0,50,15,1000,10,0,5,0.13 ,0,2,4,8102400
20000,1,100,30,11000,2000,100,10,0.25 ,0,100,30,10000,200,1,8,0.25 ,0,3,4,5000000
22000,0.9,100,30,10000,200,10,8,0.25 ,0,80,24,10000,200,0.2,8,0.20 ,0,3,4,8100000
25400,0.7,100,30,10000,200,1,8,0.25 ,0,20,6,500,10,0,2,0.05 ,0,3,4,14410000
25400,0.64,80,24,10000,200,0.2,8,0.20 ,0,5,1.5,30,1,0,1,0.01 ,0,3,4,15780000
7400,1,250,75,33000,660,0.7,25,0.63 ,0,200,60,33000,200,0.5,20,0.50 ,0,3,4,2260000
7400,0.5,200,60,33000,200,10,20,0.50 ,0,50,15,1000,10,0,5,0.13 ,0,3,4,9442400
20000,1,100,30,11000,2000,100,10,0.25 ,0,80,24,10000,200,0.2,8,0.20 ,0,3,4,10250000
25400,0.7,100,30,10000,200,10,8,0.25 ,0,20,6,500,10,0,2,0.05 ,0,3,4,17260000
25400,0.64,100,30,10000,200,1,8,0.25 ,0,5,1.5,30,1,0,1,0.01 ,0,3,4,21030000
7400,0.5,250,75,33000,660,0.7,25,0.63 ,0,50,15,1000,10,0,5,0.13 ,0,3,4,10362400
25400,0.7,100,30,11000,2000,100,10,0.25 ,0,20,6,500,10,0,2,0.05 ,0,3,4,19410000
25400,0.64,100,30,10000,200,10,8,0.25 ,0,5,1.5,30,1,0,1,0.01 ,0,3,4,23880000
25400,0.85,80,24,10000,200,0.2,8,0.20 ,0,20,6,700,10,0,3,0.05 ,0,3,4,19522400
25400,0.64,100,30,11000,2000,100,10,0.25 ,0,5,1.5,30,1,0,1,0.01 ,0,3,4,26030000
25400,0.85,100,30,10000,200,1,8,0.25 ,0,20,6,700,10,0,3,0.05 ,0,3,4,24772400
25400,0.85,100,30,10000,200,10,8,0.25 ,0,20,6,700,10,0,3,0.05 ,0,3,4,27622400
20000,0.815,100,30,10000,200,10,8,0.25 ,0,5,1.5,30,1,0,1,0.01 ,0,3,4,34242400
5000,0.855,150,45,9000,350,50,15,0.38 ,0,45,13.5,550,6,0,7,0.11 ,0,1,4,18662000
5000,1,150,45,9000,650,50,15,0.38 ,0,120,36,9000,650,0.5,12,0.30 ,0,2,4,5382000
5000,0.99,120,36,9000,650,0.5,12,0.30 ,0,120,36,9000,30,0.5,12,0.30 ,0,2,4,2930000
5000,0.7,120,36,9000,30,0.5,12,0.30 ,0,30,9,400,5,0,4,0.08 ,0,1,4,5525000
1500,0.485,400,120,30000,100,0.5,40,1.00 ,0,100,30,1000,10,0,15,0.25 ,0,1,4,4825000
5000,0.99,150,45,9000,650,50,15,0.38 ,0,120,36,9000,30,0.5,12,0.30 ,0,2,4,8312000
5000,0.7,120,36,9000,650,0.5,12,0.30 ,0,30,9,400,5,0,4,0.08 ,0,1,4,8455000
5000,0.855,120,36,9000,30,0.5,12,0.30 ,0,45,13.5,550,6,0,7,0.11 ,0,1,4,10350000
5000,0.7,150,45,9000,350,50,15,0.38 ,0,30,9,400,5,0,4,0.08 ,0,1,4,13837000
5000,0.855,120,36,9000,650,0.5,12,0.30 ,0,45,13.5,550,6,0,7,0.11 ,0,1,4,13280000
12000,1,10,3,1500,1200,400,0,0.03 ,0,10,3,1500,250,10,0,0.03 ,0,1,4,9650000
1440,0.9,120,36,4000,100,40,20,0.30 ,0,100,30,4000,100,0.1,20,0.25 ,0,1,3,1150000
1440,0.99,120,36,4000,100,1,20,0.30 ,0,120,36,4000,100,1,20,0.30 ,0,2,3,272000
1440,0.9,120,36,4000,100,1,20,0.30 ,0,100,30,4000,100,0.1,20,0.25 ,0,1,3,878000
960,0.75,45,13.5,3000,300,1,3,0.11 ,0,15,4.5,100,20,0,0.5,0.04 ,0,1,3,1508400
960,0.99,45,13.5,3000,300,1,3,0.11 ,0,45,13.5,3000,300,0.2,3,0.11 ,0,2,3,355000
960,0.75,45,13.5,3000,300,0.2,3,0.11 ,0,15,4.5,120,20,0,0.5,0.04 ,0,1,3,1153400
7200,1,10,3,1500,800,200,0,0.03 ,0,10,3,1500,220,20,0,0.03 ,0,1,3,4390000
105,0.9,80,24,1200,500,10,20,0.20 ,0,20,6,40,20,0,5,0.05 ,0,2,3,540000
105,0.9,80,24,1200,500,10,20,0.20 ,0,75,22.5,1200,500,0.1,20,0.19 ,0,2,3,214500
96,0.75,75,22.5,1200,500,0.1,20,0.19 ,0,20,6,40,20,0,5,0.05 ,0,2,3,325500
3700,1,30,9,25000,800,0.5,2,0.08 ,0,10,3,2000,18,0,1,0.03 ,0,2,3,58504000
3700,0.99,30,9,25000,800,0.5,2,0.08 ,0,10,3,25000,800,0.1,1,0.03 ,0,3,3,400000
3700,0.75,10,3,25000,800,0.1,1,0.03 ,0,5,1.5,1000,20,0,0.3,0.01 ,0,2,3,5750000
925,1,40,12,100000,3200,0.4,4,0.10 ,0,35,10.5,100000,320,5,4,0.09 ,0,2,3,552000
925,0.99,35,10.5,100000,320,5,4,0.09 ,0,35,10.5,100000,320,0.5,4,0.09 ,0,3,3,152000
925,0.5,35,10.5,100000,320,0.5,4,0.09 ,0,15,4.5,3000,8,0,1.5,0.04 ,0,1,3,21650000
462.5,1,70,21,200000,640,1,8,0.18 ,0,25,7.5,8000,15,0,2,0.06 ,0,2,3,30000000
3700,0.99,30,9,25000,800,0.5,2,0.08 ,0,5,1.5,1000,20,0,0.3,0.01 ,0,2,3,6150000
925,0.99,40,12,100000,3200,0.4,4,0.10 ,0,35,10.5,100000,320,0.5,4,0.09 ,0,3,3,704000
925,0.5,35,10.5,100000,320,0.5,4,0.09 ,0,15,4.5,3000,8,0,1.5,0.04 ,0,2,3,21802000
925,1,35,10.5,100000,320,0.5,4,0.09 ,0,20,6,5500,11.5,0,1.75,0.05 ,0,2,3,51650000
925,0.5,40,12,100000,3200,0.4,4,0.10 ,0,15,4.5,3000,8,0,1.5,0.04 ,0,2,3,22354000
925,1,35,10.5,100000,320,5,4,0.09 ,0,20,6,5500,11.5,0,1.75,0.05 ,0,2,3,51802000
3700,0.875,10,3,25000,800,0.1,1,0.03 ,0,8,2.4,1500,17,0,0.8,0.02 ,0,2,3,28104000
925,1,40,12,100000,3200,0.4,4,0.10 ,0,20,6,5500,11.5,0,1.75,0.05 ,0,2,3,52354000
3700,0.875,30,9,25000,800,0.5,2,0.08 ,0,8,2.4,1500,17,0,0.8,0.02 ,0,2,3,28504000
3700,1,10,3,25000,800,0.1,1,0.03 ,0,10,3,2000,18,0,1,0.03 ,0,2,3,58104000
144,1,50,15,10000,200,0.5,3,0.13 ,0,4,1.2,15,1,0,0.2,0.01 ,0,3,3,2299400
144,0.99,50,15,10000,200,0.5,3,0.13 ,0,40,12,10000,200,0.1,2,0.10 ,0,3,3,23200
244,0.7,40,12,9000,180,0.1,2,0.10 ,0,10,3,300,10,0,0.5,0.03 ,0,2,3,232000
170,0.85,10,3,300,10,0,0.5,0.03 ,0,4,1.2,15,1,0,0.2,0.01 ,0,2,3,194200
73.2,1,90,27,21700,430,0.2,4.3,0.23 ,0,40,12,2000,50,0.1,2,0.10 ,0,3,3,1850000
244,0.7,50,15,10000,200,0.5,3,0.13 ,0,10,3,300,10,0,0.5,0.03 ,0,2,3,255200
244,0.6,40,12,9000,180,0.1,2,0.10 ,0,4,1.2,15,1,0,0.2,0.01 ,0,2,3,426200
144,1,40,12,9000,180,0.1,2,0.10 ,0,10,3,300,10,0,0.5,0.03 ,0,3,3,2082000
244,0.6,50,15,10000,200,0.5,3,0.13 ,0,4,1.2,15,1,0,0.2,0.01 ,0,2,3,449400
144,1,40,12,9000,180,0.1,2,0.10 ,0,4,1.2,15,1,0,0.2,0.01 ,0,3,3,2276200
4320,0.75,15,4.5,1000,1200,272,1,0.04 ,0,4,1.2,30,6,0,0.3,0.01 ,0,1,3,7380000
4800,1,15,4.5,1000,1200,272,1,0.04 ,0,15,4.5,1000,200,10,1,0.04 ,0,3,3,920000
4800,0.99,15,4.5,1000,200,10,1,0.04 ,0,15,4.5,1000,200,1,1,0.04 ,0,2,3,520000
4800,0.9,15,4.5,1000,200,1,1,0.04 ,0,15,4.5,1000,200,0.1,1,0.04 ,0,1,3,2160000
4320,0.75,15,4.5,1000,200,0.1,1,0.04 ,0,4,1.2,30,6,0,0.3,0.01 ,0,1,3,3780000
4800,0.99,15,4.5,1000,1200,272,1,0.04 ,0,15,4.5,1000,200,1,1,0.04 ,0,3,3,1440000
4800,0.9,15,4.5,1000,200,10,1,0.04 ,0,15,4.5,1000,200,0.1,1,0.04 ,0,1,3,2680000
4800,0.65,15,4.5,1000,200,1,1,0.04 ,0,4,1.2,30,6,0,0.3,0.01 ,0,1,3,5940000
4800,0.9,15,4.5,1000,1200,272,1,0.04 ,0,15,4.5,1000,200,0.1,1,0.04 ,0,2,3,3600000
4800,0.65,15,4.5,1000,200,10,1,0.04 ,0,4,1.2,30,6,0,0.3,0.01 ,0,1,3,6460000
108,0.94,900,225,95000,36000,20,1440,2.25 ,0,60,15,1000,30,0,200,0.15 ,0,1,3,7934000
108,1,900,225,95000,36000,20,1440,2.25 ,0,800,200,90000,2000,10,1440,2.00 ,0,3,3,352000
108,1,800,200,90000,2000,10,1440,2.00 ,0,800,200,85000,400,10,1440,2.00 ,0,3,3,352000
108,0.94,800,200,85000,400,10,1440,2.00 ,0,60,15,1000,30,0,200,0.15 ,0,1,3,7230000
108,1,900,225,95000,36000,20,1440,2.25 ,0,800,200,85000,200,10,1440,2.00 ,0,3,3,704000
108,0.94,800,200,90000,2000,10,1440,2.00 ,0,60,15,1000,30,0,200,0.15 ,0,1,3,7582000
108,0.5,900,225,95000,36000,20,1440,2.25 ,0,50,12.5,100,1,0,200,0.13 ,0,1,3,4814000
108,1,900,225,95000,36000,20,1440,2.25 ,0,800,200,90000,2000,10,1440,2.00 ,0,3,3,352000
108,1,800,200,90000,2000,10,1440,2.00 ,0,800,200,85000,400,1000,1440,2.00 ,0,3,3,352000
108,1,800,200,85000,400,1000,1440,2.00 ,0,800,200,85000,100,0.1,1440,2.00 ,0,1,3,620000
126,0.57,800,200,85000,100,0.1,1440,2.00 ,0,100,25,2500,10,0,600,0.25 ,0,1,3,3250000
72,0.75,100,25,2500,10,0,600,0.25 ,0,50,12.5,100,1,0,200,0.13 ,0,2,3,240000
108,1,900,225,95000,36000,20,1440,2.25 ,0,800,200,85000,400,10,1440,2.00 ,0,3,3,704000
108,1,800,200,90000,2000,10,1440,2.00 ,0,800,200,85000,100,0.1,1440,2.00 ,0,1,3,972000
126,0.57,800,200,85000,400,1000,1440,2.00 ,0,100,25,2500,10,0,600,0.25 ,0,1,3,3870000
126,0.43,800,200,85000,100,0.1,1440,2.00 ,0,50,12.5,100,1,0,200,0.13 ,0,1,3,3490000
108,1,900,225,95000,36000,20,1440,2.25 ,0,800,200,85000,100,0.1,1440,2.00 ,0,1,3,1324000
126,0.57,800,200,90000,2000,10,1440,2.00 ,0,100,25,2500,10,0,600,0.25 ,0,1,3,4222000
126,0.43,800,200,85000,400,10,1440,2.00 ,0,50,12.5,100,1,0,200,0.13 ,0,1,3,4110000
108,0.67,900,225,95000,36000,20,1440,2.25 ,0,100,25,2500,10,0,600,0.25 ,0,1,3,4574000
108,0.5,800,200,90000,2000,10,1440,2.00 ,0,50,12.5,100,1,0,200,0.13 ,0,1,3,4462000
72,0.94,900,225,95000,36000,20,1440,2.25 ,0,60,15,1000,30,0,200,0.15 ,0,1,3,5799800
72,1,900,225,95000,36000,20,1440,2.25 ,0,800,200,90000,2000,10,1440,2.00 ,0,3,3,257335
72,1,800,200,90000,2000,10,1440,2.00 ,0,800,200,85000,400,10,1440,2.00 ,0,3,3,257335
72,0.94,800,200,85000,400,10,1440,2.00 ,0,60,15,1000,30,0,200,0.15 ,0,1,3,5285130
72,1,900,225,95000,36000,20,1440,2.25 ,0,800,200,85000,200,10,1440,2.00 ,0,3,3,514670
72,0.94,800,200,90000,2000,10,1440,2.00 ,0,60,15,1000,30,0,200,0.15 ,0,1,3,5542465
72,0.5,900,225,95000,36000,20,1440,2.25 ,0,50,12.5,100,1,0,200,0.13 ,0,1,3,4183400
72,1,900,225,95000,36000,20,1440,2.25 ,0,800,200,90000,2000,10,1440,2.00 ,0,3,3,305890
72,1,800,200,90000,2000,10,1440,2.00 ,0,800,200,85000,400,1000,1440,2.00 ,0,3,3,305890
72,1,800,200,85000,400,1000,1440,2.00 ,0,800,200,85000,100,0.1,1440,2.00 ,0,1,3,538780
84,0.57,800,200,85000,100,0.1,1440,2.00 ,0,100,25,2500,10,0,600,0.25 ,0,1,3,2824250
48,0.75,100,25,2500,10,0,600,0.25 ,0,50,12.5,100,1,0,200,0.13 ,0,2,3,208590
72,1,900,225,95000,36000,20,1440,2.25 ,0,800,200,85000,400,1000,1440,2.00 ,0,3,3,611780
72,1,800,200,90000,2000,10,1440,2.00 ,0,800,200,85000,100,0.1,1440,2.00 ,0,1,3,844670
84,0.57,800,200,85000,400,10,1440,2.00 ,0,100,25,2500,10,0,600,0.25 ,0,1,3,3363030
84,0.43,800,200,85000,100,0.1,1440,2.00 ,0,50,12.5,100,1,0,200,0.13 ,0,1,3,3032840
72,1,900,225,95000,36000,20,1440,2.25 ,0,800,200,85000,100,0.1,1440,2.00 ,0,1,3,1150560
84,0.57,800,200,90000,2000,10,1440,2.00 ,0,100,25,2500,10,0,600,0.25 ,0,1,3,3668920
84,0.43,800,200,85000,400,10,1440,2.00 ,0,50,12.5,100,1,0,200,0.13 ,0,1,3,3571620
72,0.67,900,225,95000,36000,20,1440,2.25 ,0,100,25,2500,10,0,600,0.25 ,0,1,3,3974810
72,0.5,800,200,90000,2000,10,1440,2.00 ,0,50,12.5,100,1,0,200,0.13 ,0,1,3,3877510
2400,0.7,35,14,2000,100,2,3,0.00 ,0,8,3.2,60,5,0,1,0.00 ,0,1,3,3207000
2400,0.9,35,14,2000,100,2,3,0.00 ,0,30,12,2000,100,0.2,3,0.00 ,0,1,3,1452000
2160,0.78,30,12,2000,100,0.2,3,0.00 ,0,8,3.2,60,5,0,1,0.00 ,0,1,3,1755000
1800,1,35,14,2000,100,2,3,0.00 ,0,8.6,3.44,155,7,0,1,0.00 ,0,3,3,9297190
1968,0.99,35,14,2000,100,2,3,0.00 ,0,35,14,2000,100,0.5,3,0.00 ,0,3,3,226700
1968,0.99,35,14,2000,100,0.5,3,0.00 ,0,15,6,2000,100,0.5,1,0.00 ,0,3,3,276490
1968,0.9,15,6,2000,100,0.5,1,0.00 ,0,12,4.8,2000,100,0.1,1,0.00 ,0,2,3,975000
1800,0.75,12,4.8,2000,100,0.1,1,0.00 ,0,5,2,60,5,0,0.3,0.00 ,0,2,3,1134000
450,0.75,48,19.2,8000,400,0.1,4,0.00 ,0,20,8,200,10,0,2,0.00 ,0,2,3,435000
112.5,1,192,76.8,32000,1600,0.4,16,0.00 ,0,20,8,1500,30,0,10,0.00 ,0,3,3,6250000
1968,0.98,35,14,2000,100,2,3,0.00 ,0,15,6,2000,100,0.5,1,0.00 ,0,3,3,503190
1968,0.9,35,14,2000,100,0.5,3,0.00 ,0,12,4.8,2000,100,0.1,1,0.00 ,0,2,3,1251490
1968,0.65,15,6,2000,100,0.5,1,0.00 ,0,5,2,60,5,0,0.3,0.00 ,0,2,3,2109000
1800,0.9375,12,4.8,2000,100,0.1,1,0.00 ,0,8,3.2,100,6,0,0.6,0.00 ,0,2,3,1569000
450,1,48,19.2,8000,400,0.1,4,0.00 ,0,20,8,500,17,0,4,0.00 ,0,3,3,6685000
1968,0.9,35,14,2000,100,2,3,0.00 ,0,12,4.8,2000,100,0.1,1,0.00 ,0,2,3,1478190
1968,0.65,35,14,2000,100,0.5,3,0.00 ,0,5,2,60,5,0,0.3,0.00 ,0,2,3,2385490
1968,0.8375,15,6,2000,100,0.5,1,0.00 ,0,5,2,60,5,0,0.3,0.00 ,0,2,3,2544000
1800,1,12,4.8,2000,100,0.1,1,0.00 ,0,8.6,3.44,155,7,0,1,0.00 ,0,3,3,7819000
1800,0.75,35,14,2000,100,2,3,0.00 ,0,12,4.8,2000,100,0.1,1,0.00 ,0,2,3,2612190
1800,0.9375,35,14,2000,100,2,3,0.00 ,0,5,2,60,5,0,0.3,0.00 ,0,2,3,2820490
1800,1,15,6,2000,100,0.5,1,0.00 ,0,8.6,3.44,155,7,0,1,0.00 ,0,3,3,8794000
1800,0.9375,12,4.8,2000,100,0.1,1,0.00 ,0,8,3.2,100,6,0,0.6,0.00 ,0,2,3,3047190
1800,1,35,14,2000,100,2,3,0.00 ,0,8.6,3.44,155,7,0,1,0.00 ,0,3,3,9070490
4800,0.65,50,20,4000,800,20,0,0.00 ,0,5,2,120,10,0,0,0.00 ,0,1,3,8500000
5280,1,50,20,4000,800,20,0,0.00 ,0,50,20,4000,200,5,0,0.00 ,0,2,3,1100000
5280,0.99,50,20,4000,200,5,0,0.00 ,0,50,20,4000,200,1,0,0.00 ,0,2,3,620000
5280,0.9,50,20,4000,200,1,0,0.00 ,0,50,20,4000,200,0.1,0,0.00 ,0,1,3,2800000
4800,0.65,50,20,4000,200,0.1,0,0.00 ,0,5,2,120,10,0,0,0.00 ,0,1,3,3980000
5280,0.99,50,20,4000,800,20,0,0.00 ,0,50,20,4000,200,1,0,0.00 ,0,2,3,1720000
5280,0.9,50,20,4000,200,5,0,0.00 ,0,50,20,4000,200,0.1,0,0.00 ,0,2,3,3420000
5280,0.585,50,20,4000,200,1,0,0.00 ,0,5,2,120,10,0,0,0.00 ,0,1,3,6780000
4800,1,50,20,4000,800,20,0,0.00 ,0,50,20,4000,200,0.1,0,0.00 ,0,2,3,4520000
5280,0.585,50,20,4000,200,5,0,0.00 ,0,5,2,120,10,0,0,0.00 ,0,1,3,7400000
8880,1,1000,400,10000,4000,100,40,5.00 ,0,900,360,10000,200,5,40,4.50 ,0,2,3,3000000
8880,1,1000,400,10000,4000,100,40,5.00 ,0,900,360,10000,200,10,40,4.50 ,0,2,3,2057000
8880,0.99,1000,400,10000,200,10,40,5.00 ,0,900,360,10000,200,5,40,4.50 ,0,2,3,943000
10800,0.905,6.4,1.92,16252,4253,600,1,0.00 ,0,2,0.6,800,20,0,0,0.00 ,0,1,3,91978998
11880,1,6.4,1.92,16252,4253,600,1,0.00 ,0,6.4,1.92,16252,800,100,1,0.00 ,0,3,3,919210
11880,1,6.4,1.92,16252,800,100,1,0.00 ,0,6.4,1.92,16252,200,10,1,0.00 ,0,3,3,1052000
11880,0.99,6.4,1.92,16252,200,10,1,0.00 ,0,6.4,1.92,16252,200,1,1,0.00 ,0,3,3,1520000
11880,0.9,6.4,1.92,16252,200,1,1,0.00 ,0,6.4,1.92,16252,200,0.1,1,0.00 ,0,1,3,3250000
15037,0.65,6.4,1.92,16252,200,0.1,1,0.00 ,0,2,0.6,800,20,0,0,0.00 ,0,1,3,19032500
5263,0.805,18,5.4,46000,570,0.3,2,0.00 ,0,18,5.4,6000,200,0,1,0.00 ,0,1,3,66205288
11880,1,6.4,1.92,16252,4253,600,1,0.00 ,0,6.4,1.92,16252,200,10,1,0.00 ,0,3,3,1971210
11880,0.99,6.4,1.92,16252,800,100,1,0.00 ,0,6.4,1.92,16252,200,1,1,0.00 ,0,3,3,2572000
11880,0.9,6.4,1.92,16252,200,10,1,0.00 ,0,6.4,1.92,16252,200,0.1,1,0.00 ,0,2,3,4770000
11880,0.585,6.4,1.92,16252,200,1,1,0.00 ,0,2,0.6,800,20,0,0,0.00 ,0,1,3,22282500
10800,0.905,6.4,1.92,16252,200,0.1,1,0.00 ,0,2,0.6,800,20,0,0,0.00 ,0,1,3,85237788
11880,0.99,6.4,1.92,16252,4253,600,1,0.00 ,0,6.4,1.92,16252,200,1,1,0.00 ,0,3,3,3491210
11880,0.9,6.4,1.92,16252,800,100,1,0.00 ,0,6.4,1.92,16252,200,0.1,1,0.00 ,0,2,3,5822000
11880,0.585,6.4,1.92,16252,200,10,1,0.00 ,0,2,0.6,800,20,0,0,0.00 ,0,1,3,23802500
11880,0.823,6.4,1.92,16252,200,1,1,0.00 ,0,2,0.6,800,20,0,0,0.00 ,0,1,3,88487788
11880,0.9,6.4,1.92,16252,4253,600,1,0.00 ,0,6.4,1.92,16252,200,0.1,1,0.00 ,0,2,3,6741210
11880,0.585,6.4,1.92,16252,800,100,1,0.00 ,0,2,0.6,800,20,0,0,0.00 ,0,1,3,24854500
11880,0.823,6.4,1.92,16252,200,10,1,0.00 ,0,2,0.6,800,20,0,0,0.00 ,0,1,3,90007788
10800,0.905,6.4,1.92,16252,4253,600,1,0.00 ,0,2,0.6,800,20,0,0,0.00 ,0,1,3,25773710
10800,0.905,6.4,1.92,16252,800,100,1,0.00 ,0,2,0.6,800,20,0,0,0.00 ,0,1,3,91059788
350,0.75,400,80,18000,300,5500,20,2.00 ,0,40,8,720,0.75,0,8,0.20 ,0,1,3,3398000
350,1,400,80,18000,300,5500,20,2.00 ,0,400,80,18000,300,0.5,20,2.00 ,0,1,3,1230000
350,0.75,400,80,18000,300,0.5,20,2.00 ,0,40,8,720,0.75,0,8,0.20 ,0,1,3,2168000
50,0.52,600,150,40000,2000,100,120,3.00 ,0,30,7.5,2000,10,1,1,0.15 ,0,1,3,3450000
57,1,600,150,40000,2000,100,120,3.00 ,0,600,150,40000,800,20,120,3.00 ,0,3,3,320000
57,1,600,150,40000,800,20,120,3.00 ,0,600,150,40000,200,2,120,3.00 ,0,3,3,320000
57,0.95,600,150,40000,200,2,120,3.00 ,0,600,150,40000,200,1,120,3.00 ,0,1,3,22500
55,0.9,600,150,40000,200,1,120,3.00 ,0,600,150,40000,200,0.1,120,3.00 ,0,1,3,265000
62,0.613,600,150,40000,200,0.1,120,3.00 ,0,180,45,3000,20,0,36,0.90 ,0,1,3,2150000
38,0.684,180,45,3000,20,0,36,0.90 ,0,60,15,150,10,0,15,0.30 ,0,1,3,372500
57,1,600,150,40000,2000,100,120,3.00 ,0,600,150,40000,200,2,120,3.00 ,0,3,3,640000
57,0.95,600,150,40000,800,20,120,3.00 ,0,600,150,40000,200,1,120,3.00 ,0,1,3,342500
57,0.86,600,150,40000,200,2,120,3.00 ,0,600,150,40000,200,0.1,120,3.00 ,0,1,3,287500
55,0.69,600,150,40000,200,1,120,3.00 ,0,180,45,3000,20,0,36,0.90 ,0,1,3,2415000
50,0.52,600,150,40000,200,0.1,120,3.00 ,0,60,15,150,10,0,15,0.30 ,0,1,3,2522500
57,0.95,600,150,40000,2000,100,120,3.00 ,0,600,150,40000,200,1,120,3.00 ,0,1,3,662500
57,0.86,600,150,40000,800,20,120,3.00 ,0,600,150,40000,200,0.1,120,3.00 ,0,1,3,607500
57,0.67,600,150,40000,200,2,120,3.00 ,0,180,45,3000,20,0,36,0.90 ,0,1,3,2437500
55,0.47,600,150,40000,200,1,120,3.00 ,0,60,15,150,10,0,15,0.30 ,0,1,3,2787500
57,0.86,600,150,40000,2000,100,120,3.00 ,0,600,150,40000,200,0.1,120,3.00 ,0,1,3,927500
38,0.76,600,150,40000,800,20,120,3.00 ,0,180,45,3000,20,0,36,0.90 ,0,1,3,2757500
57,0.46,600,150,40000,200,2,120,3.00 ,0,60,15,150,10,0,15,0.30 ,0,1,3,2810000
50,0.76,600,150,40000,2000,100,120,3.00 ,0,180,45,3000,20,0,36,0.90 ,0,1,3,3077500
50,0.52,600,150,40000,800,20,120,3.00 ,0,60,15,150,10,0,15,0.30 ,0,1,3,3130000
50,1,30,7.5,2000,10,10,1,0.15 ,0,30,7.5,2000,10,1,1,0.15 ,0,3,3,127500
75,0.52,600,150,40000,2000,100,120,3.00 ,0,30,7.5,2000,10,1,1,0.15 ,0,1,3,3650000
87,1,600,150,40000,2000,100,120,3.00 ,0,600,150,40000,800,20,120,3.00 ,0,3,3,334000
87,1,600,150,40000,800,20,120,3.00 ,0,600,150,40000,200,2,120,3.00 ,0,3,3,340000
87,0.95,600,150,40000,200,2,120,3.00 ,0,600,150,40000,200,1,120,3.00 ,0,1,3,31500
82,0.9,600,150,40000,200,1,120,3.00 ,0,600,150,40000,200,0.1,120,3.00 ,0,1,3,335200
93,0.613,600,150,40000,200,0.1,120,3.00 ,0,180,45,3000,20,0,36,0.90 ,0,1,3,2220000
57,0.684,180,45,3000,20,0,36,0.90 ,0,60,15,150,10,0,15,0.30 ,0,1,3,389300
87,1,600,150,40000,2000,100,120,3.00 ,0,600,150,40000,200,2,120,3.00 ,0,3,3,674000
87,0.95,600,150,40000,800,20,120,3.00 ,0,600,150,40000,200,1,120,3.00 ,0,1,3,371500
87,0.86,600,150,40000,200,2,120,3.00 ,0,600,150,40000,200,0.1,120,3.00 ,0,1,3,366700
82,0.69,600,150,40000,200,1,120,3.00 ,0,180,45,3000,20,0,36,0.90 ,0,1,3,2555200
75,0.52,600,150,40000,200,0.1,120,3.00 ,0,60,15,150,10,0,15,0.30 ,0,1,3,2609300
87,0.95,600,150,40000,2000,100,120,3.00 ,0,600,150,40000,200,1,120,3.00 ,0,1,3,705500
87,0.86,600,150,40000,800,20,120,3.00 ,0,600,150,40000,200,0.1,120,3.00 ,0,1,3,706700
87,0.67,600,150,40000,200,2,120,3.00 ,0,180,45,3000,20,0,36,0.90 ,0,1,3,2586700
82,0.47,600,150,40000,200,1,120,3.00 ,0,60,15,150,10,0,15,0.30 ,0,1,3,2944500
87,0.86,600,150,40000,2000,100,120,3.00 ,0,600,150,40000,200,0.1,120,3.00 ,0,1,3,1040700
57,0.76,600,150,40000,800,20,120,3.00 ,0,180,45,3000,20,0,36,0.90 ,0,1,3,2926700
87,0.46,600,150,40000,200,2,120,3.00 ,0,60,15,150,10,0,15,0.30 ,0,1,3,2976000
75,0.76,600,150,40000,2000,100,120,3.00 ,0,180,45,3000,20,0,36,0.90 ,0,1,3,3260700
75,0.52,600,150,40000,800,20,120,3.00 ,0,60,200,150,10,0,15,0.30 ,0,1,3,3316000
65,1,30,7.5,2000,10,10,1,0.15 ,0,30,7.5,2000,10,1,1,0.15 ,0,3,3,135000
600,0.73,400,80,20000,1200,5500,20,2.00 ,40,40,8,800,2,0,8,0.20 ,0,1,3,10920000
600,1,400,80,20000,1200,5500,20,2.00 ,40,400,80,20000,800,2,20,2.00 ,30,1,3,2120000
600,0.85,400,80,20000,1200,2,20,2.00 ,30,200,40,20000,50,0,15,1.00 ,10,1,3,2350000
582,0.75,200,40,17700,45,0,15,1.00 ,10,40,8,800,2,0,8,0.20 ,0,1,3,2650000
144,0.5,800,160,80000,200,0,60,4.00 ,0,200,40,2000,5,0,15,1.00 ,0,1,3,3800000
600,0.85,400,80,20000,1200,5500,20,2.00 ,40,200,40,20000,50,0,15,1.00 ,10,1,3,4470000
600,0.6375,400,80,20000,1200,2,20,2.00 ,30,40,8,800,2,0,8,0.20 ,0,1,3,5000000
582,0.86,200,40,17700,45,0,15,1.00 ,10,200,40,2000,5,0,15,1.00 ,0,1,3,6450000
600,0.6375,400,80,20000,1200,5500,20,2.00 ,40,40,8,800,2,0,8,0.20 ,0,1,3,7120000
